URL	chrom://arspawyn4ahlab1/ChromeleonLocal/Instrument Data/ICS3000/2025_Feb 11.seq/440.smp/ED_1.channel/ED_1.chm
Channel	ED_1

Injection Information:
Data Vault	ChromeleonLocal
Sequence	2025_Feb 11
Name	a-D-Glucose 10 ug/mL
Number	1
Position	RA1
Comment	
Processing Method	Quantitative
Instrument Method	Neutral Oligosaccharides V ICS 3000
Type	Unknown
Status	Finished
Inject Time	2/11/2025 12:48:25 PM -05:00
Volume (µl)	25.0000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	14.825000
Data Points	1780
Detector	EDet1
Generating Data System	Chromeleon 7.3.0.60919
Exporting Data System	Chromeleon 7.3.0.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	nC
Signal Min.	-2.320300
Signal Max.	36.657251
Channel	ED_1
Driver Name	DC-3000
Channel Type	Evaluation
Min. Step (s)	0.5
Max. Step (s)	0.5
Average Step (s)	0.5

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (nC)
0.533333	0.5	-0.066550
0.541667	0.5	-0.071450
0.550000	0.5	-0.059350
0.558333	0.5	-0.070050
0.566667	0.5	-0.086300
0.575000	0.5	-0.092700
0.583333	0.5	-0.093200
0.591667	0.5	-0.093450
0.600000	0.5	-0.090450
0.608333	0.5	-0.086150
0.616667	0.5	-0.081300
0.625000	0.5	-0.074600
0.633333	0.5	-0.076250
0.641667	0.5	-0.074650
0.650000	0.5	-0.069000
0.658333	0.5	-0.089150
0.666667	0.5	-0.104150
0.675000	0.5	-0.104650
0.683333	0.5	-0.104950
0.691667	0.5	-0.100450
0.700000	0.5	-0.097650
0.708333	0.5	-0.094100
0.716667	0.5	-0.093150
0.725000	0.5	-0.086700
0.733333	0.5	-0.092400
0.741667	0.5	-0.080100
0.750000	0.5	-0.090750
0.758333	0.5	-0.106650
0.766667	0.5	-0.114900
0.775000	0.5	-0.113750
0.783333	0.5	-0.114050
0.791667	0.5	-0.112550
0.800000	0.5	-0.108100
0.808333	0.5	-0.107900
0.816667	0.5	-0.104250
0.825000	0.5	-0.104450
0.833333	0.5	-0.100250
0.841667	0.5	-0.096500
0.850000	0.5	-0.115450
0.858333	0.5	-0.129450
0.866667	0.5	-0.131850
0.875000	0.5	-0.132200
0.883333	0.5	-0.129850
0.891667	0.5	-0.127250
0.900000	0.5	-0.122800
0.908333	0.5	-0.119750
0.916667	0.5	-0.115650
0.925000	0.5	-0.124550
0.933333	0.5	-0.112950
0.941667	0.5	-0.123750
0.950000	0.5	-0.142200
0.958333	0.5	-0.149050
0.966667	0.5	-0.149250
0.975000	0.5	-0.147800
0.983333	0.5	-0.148350
0.991667	0.5	-0.145600
1.000000	0.5	-0.140000
1.008333	0.5	-0.138350
1.016667	0.5	-0.139850
1.025000	0.5	-0.138750
1.033333	0.5	-0.136700
1.041667	0.5	-0.156050
1.050000	0.5	-0.173800
1.058333	0.5	-0.175150
1.066667	0.5	-0.176800
1.075000	0.5	-0.176250
1.083333	0.5	-0.174100
1.091667	0.5	-0.172300
1.100000	0.5	-0.171850
1.108333	0.5	-0.169250
1.116667	0.5	-0.176400
1.125000	0.5	-0.164800
1.133333	0.5	-0.179550
1.141667	0.5	-0.198050
1.150000	0.5	-0.207200
1.158333	0.5	-0.209200
1.166667	0.5	-0.213450
1.175000	0.5	-0.211450
1.183333	0.5	-0.209900
1.191667	0.5	-0.207800
1.200000	0.5	-0.206500
1.208333	0.5	-0.211100
1.216667	0.5	-0.210900
1.225000	0.5	-0.212450
1.233333	0.5	-0.233200
1.241667	0.5	-0.251800
1.250000	0.5	-0.254800
1.258333	0.5	-0.258750
1.266667	0.5	-0.261000
1.275000	0.5	-0.263400
1.283333	0.5	-0.261550
1.291667	0.5	-0.263300
1.300000	0.5	-0.264700
1.308333	0.5	-0.274750
1.316667	0.5	-0.266200
1.325000	0.5	-0.284050
1.333333	0.5	-0.305400
1.341667	0.5	-0.319300
1.350000	0.5	-0.323150
1.358333	0.5	-0.328700
1.366667	0.5	-0.332200
1.375000	0.5	-0.334300
1.383333	0.5	-0.337150
1.391667	0.5	-0.337500
1.400000	0.5	-0.345700
1.408333	0.5	-0.349750
1.416667	0.5	-0.354550
1.425000	0.5	-0.379200
1.433333	0.5	-0.401050
1.441667	0.5	-0.409050
1.450000	0.5	-0.418300
1.458333	0.5	-0.425300
1.466667	0.5	-0.430250
1.475000	0.5	-0.434250
1.483333	0.5	-0.439750
1.491667	0.5	-0.444750
1.500000	0.5	-0.458200
1.508333	0.5	-0.456750
1.516667	0.5	-0.479150
1.525000	0.5	-0.504550
1.533333	0.5	-0.523950
1.541667	0.5	-0.533000
1.550000	0.5	-0.543350
1.558333	0.5	-0.550700
1.566667	0.5	-0.558400
1.575000	0.5	-0.566550
1.583333	0.5	-0.571600
1.591667	0.5	-0.586050
1.600000	0.5	-0.596300
1.608333	0.5	-0.607450
1.616667	0.5	-0.636900
1.625000	0.5	-0.663300
1.633333	0.5	-0.677600
1.641667	0.5	-0.690950
1.650000	0.5	-0.702850
1.658333	0.5	-0.713700
1.666667	0.5	-0.725400
1.675000	0.5	-0.736700
1.683333	0.5	-0.747450
1.691667	0.5	-0.779000
1.700000	0.5	-0.812950
1.708333	0.5	-0.909300
1.716667	0.5	-1.051450
1.725000	0.5	-1.198050
1.733333	0.5	-1.286050
1.741667	0.5	-1.263950
1.750000	0.5	-1.138100
1.758333	0.5	-0.998050
1.766667	0.5	-0.928450
1.775000	0.5	-0.929300
1.783333	0.5	-0.972800
1.791667	0.5	-1.015450
1.800000	0.5	-1.053850
1.808333	0.5	-1.102900
1.816667	0.5	-1.146350
1.825000	0.5	-1.173600
1.833333	0.5	-1.196450
1.841667	0.5	-1.215900
1.850000	0.5	-1.229700
1.858333	0.5	-1.244000
1.866667	0.5	-1.254750
1.875000	0.5	-1.261100
1.883333	0.5	-1.278700
1.891667	0.5	-1.279350
1.900000	0.5	-1.304950
1.908333	0.5	-1.334000
1.916667	0.5	-1.354350
1.925000	0.5	-1.367500
1.933333	0.5	-1.382350
1.941667	0.5	-1.393500
1.950000	0.5	-1.405400
1.958333	0.5	-1.418600
1.966667	0.5	-1.433800
1.975000	0.5	-1.451750
1.983333	0.5	-1.462250
1.991667	0.5	-1.477300
2.000000	0.5	-1.509800
2.008333	0.5	-1.541050
2.016667	0.5	-1.557500
2.025000	0.5	-1.575050
2.033333	0.5	-1.590800
2.041667	0.5	-1.605850
2.050000	0.5	-1.620850
2.058333	0.5	-1.636750
2.066667	0.5	-1.651650
2.075000	0.5	-1.674300
2.083333	0.5	-1.680100
2.091667	0.5	-1.710050
2.100000	0.5	-1.744250
2.108333	0.5	-1.769750
2.116667	0.5	-1.787350
2.125000	0.5	-1.802750
2.133333	0.5	-1.819300
2.141667	0.5	-1.831200
2.150000	0.5	-1.844450
2.158333	0.5	-1.853950
2.166667	0.5	-1.872000
2.175000	0.5	-1.883300
2.183333	0.5	-1.899250
2.191667	0.5	-1.933700
2.200000	0.5	-1.963650
2.208333	0.5	-1.978050
2.216667	0.5	-1.991950
2.225000	0.5	-2.004750
2.233333	0.5	-2.013700
2.241667	0.5	-2.025000
2.250000	0.5	-2.034350
2.258333	0.5	-2.045350
2.266667	0.5	-2.063450
2.275000	0.5	-2.064400
2.283333	0.5	-2.089000
2.291667	0.5	-2.118000
2.300000	0.5	-2.136800
2.308333	0.5	-2.148950
2.316667	0.5	-2.158900
2.325000	0.5	-2.166850
2.333333	0.5	-2.172550
2.341667	0.5	-2.178850
2.350000	0.5	-2.179350
2.358333	0.5	-2.190700
2.366667	0.5	-2.193350
2.375000	0.5	-2.203800
2.383333	0.5	-2.229250
2.391667	0.5	-2.250600
2.400000	0.5	-2.258750
2.408333	0.5	-2.266600
2.416667	0.5	-2.268850
2.425000	0.5	-2.270150
2.433333	0.5	-2.271750
2.441667	0.5	-2.274700
2.450000	0.5	-2.274700
2.458333	0.5	-2.283200
2.466667	0.5	-2.274550
2.475000	0.5	-2.290150
2.483333	0.5	-2.307800
2.491667	0.5	-2.314400
2.500000	0.5	-2.311650
2.508333	0.5	-2.310200
2.516667	0.5	-2.306300
2.525000	0.5	-2.300800
2.533333	0.5	-2.301800
2.541667	0.5	-2.298900
2.550000	0.5	-2.299950
2.558333	0.5	-2.291900
2.566667	0.5	-2.291800
2.575000	0.5	-2.306200
2.583333	0.5	-2.318300
2.591667	0.5	-2.320300
2.600000	0.5	-2.318000
2.608333	0.5	-2.314100
2.616667	0.5	-2.306450
2.625000	0.5	-2.298100
2.633333	0.5	-2.290400
2.641667	0.5	-2.281000
2.650000	0.5	-2.282400
2.658333	0.5	-2.265500
2.666667	0.5	-2.274800
2.675000	0.5	-2.285600
2.683333	0.5	-2.284750
2.691667	0.5	-2.276400
2.700000	0.5	-2.268100
2.708333	0.5	-2.258450
2.716667	0.5	-2.246900
2.725000	0.5	-2.231300
2.733333	0.5	-2.216950
2.741667	0.5	-2.211850
2.750000	0.5	-2.196000
2.758333	0.5	-2.188550
2.766667	0.5	-2.196450
2.775000	0.5	-2.198350
2.783333	0.5	-2.188350
2.791667	0.5	-2.180700
2.800000	0.5	-2.166050
2.808333	0.5	-2.150900
2.816667	0.5	-2.134400
2.825000	0.5	-2.110050
2.833333	0.5	-2.092300
2.841667	0.5	-2.080750
2.850000	0.5	-2.049600
2.858333	0.5	-2.039500
2.866667	0.5	-2.029950
2.875000	0.5	-2.004950
2.883333	0.5	-1.973450
2.891667	0.5	-1.941800
2.900000	0.5	-1.913900
2.908333	0.5	-1.886500
2.916667	0.5	-1.863400
2.925000	0.5	-1.844550
2.933333	0.5	-1.839050
2.941667	0.5	-1.826650
2.950000	0.5	-1.823700
2.958333	0.5	-1.835500
2.966667	0.5	-1.843650
2.975000	0.5	-1.835600
2.983333	0.5	-1.831350
2.991667	0.5	-1.821000
3.000000	0.5	-1.809450
3.008333	0.5	-1.796600
3.016667	0.5	-1.783050
3.025000	0.5	-1.769700
3.033333	0.5	-1.760250
3.041667	0.5	-1.737400
3.050000	0.5	-1.740400
3.058333	0.5	-1.744600
3.066667	0.5	-1.737950
3.075000	0.5	-1.722850
3.083333	0.5	-1.707500
3.091667	0.5	-1.690150
3.100000	0.5	-1.671900
3.108333	0.5	-1.652650
3.116667	0.5	-1.629500
3.125000	0.5	-1.620300
3.133333	0.5	-1.600850
3.141667	0.5	-1.588750
3.150000	0.5	-1.591600
3.158333	0.5	-1.589900
3.166667	0.5	-1.573700
3.175000	0.5	-1.558800
3.183333	0.5	-1.543050
3.191667	0.5	-1.524050
3.200000	0.5	-1.507100
3.208333	0.5	-1.486250
3.216667	0.5	-1.469250
3.225000	0.5	-1.457200
3.233333	0.5	-1.433150
3.241667	0.5	-1.432850
3.250000	0.5	-1.433400
3.258333	0.5	-1.424250
3.266667	0.5	-1.406800
3.275000	0.5	-1.393400
3.283333	0.5	-1.375800
3.291667	0.5	-1.355450
3.300000	0.5	-1.336800
3.308333	0.5	-1.314600
3.316667	0.5	-1.307700
3.325000	0.5	-1.285400
3.333333	0.5	-1.275000
3.341667	0.5	-1.279300
3.350000	0.5	-1.276000
3.358333	0.5	-1.265150
3.366667	0.5	-1.250550
3.375000	0.5	-1.235450
3.383333	0.5	-1.218850
3.391667	0.5	-1.200400
3.400000	0.5	-1.179700
3.408333	0.5	-1.162900
3.416667	0.5	-1.155600
3.425000	0.5	-1.134100
3.433333	0.5	-1.136600
3.441667	0.5	-1.141200
3.450000	0.5	-1.133850
3.458333	0.5	-1.118000
3.466667	0.5	-1.109600
3.475000	0.5	-1.094600
3.483333	0.5	-1.079150
3.491667	0.5	-1.061150
3.500000	0.5	-1.042850
3.508333	0.5	-1.038950
3.516667	0.5	-1.020100
3.525000	0.5	-1.014350
3.533333	0.5	-1.021050
3.541667	0.5	-1.023150
3.550000	0.5	-1.012700
3.558333	0.5	-1.001050
3.566667	0.5	-0.987500
3.575000	0.5	-0.974150
3.583333	0.5	-0.959200
3.591667	0.5	-0.945000
3.600000	0.5	-0.931900
3.608333	0.5	-0.926800
3.616667	0.5	-0.908450
3.625000	0.5	-0.914550
3.633333	0.5	-0.921800
3.641667	0.5	-0.918650
3.650000	0.5	-0.906750
3.658333	0.5	-0.897900
3.666667	0.5	-0.888200
3.675000	0.5	-0.875100
3.683333	0.5	-0.864050
3.691667	0.5	-0.848800
3.700000	0.5	-0.844450
3.708333	0.5	-0.828900
3.716667	0.5	-0.825700
3.725000	0.5	-0.835300
3.733333	0.5	-0.841100
3.741667	0.5	-0.832800
3.750000	0.5	-0.827250
3.758333	0.5	-0.817350
3.766667	0.5	-0.808550
3.775000	0.5	-0.795500
3.783333	0.5	-0.781250
3.791667	0.5	-0.774800
3.800000	0.5	-0.771900
3.808333	0.5	-0.756800
3.816667	0.5	-0.766750
3.825000	0.5	-0.777600
3.833333	0.5	-0.774750
3.841667	0.5	-0.769300
3.850000	0.5	-0.762000
3.858333	0.5	-0.750500
3.866667	0.5	-0.742750
3.875000	0.5	-0.732700
3.883333	0.5	-0.721500
3.891667	0.5	-0.721600
3.900000	0.5	-0.707350
3.908333	0.5	-0.708200
3.916667	0.5	-0.719050
3.925000	0.5	-0.726000
3.933333	0.5	-0.720100
3.941667	0.5	-0.715800
3.950000	0.5	-0.708750
3.958333	0.5	-0.699550
3.966667	0.5	-0.691000
3.975000	0.5	-0.681950
3.983333	0.5	-0.676250
3.991667	0.5	-0.674350
4.000000	0.5	-0.661700
4.008333	0.5	-0.673350
4.016667	0.5	-0.683450
4.025000	0.5	-0.684950
4.033333	0.5	-0.680700
4.041667	0.5	-0.673750
4.050000	0.5	-0.667200
4.058333	0.5	-0.656850
4.066667	0.5	-0.651850
4.075000	0.5	-0.640200
4.083333	0.5	-0.643450
4.091667	0.5	-0.630750
4.100000	0.5	-0.631850
4.108333	0.5	-0.643750
4.116667	0.5	-0.652250
4.125000	0.5	-0.647550
4.133333	0.5	-0.644750
4.141667	0.5	-0.638750
4.150000	0.5	-0.632000
4.158333	0.5	-0.625100
4.166667	0.5	-0.619150
4.175000	0.5	-0.613100
4.183333	0.5	-0.612050
4.191667	0.5	-0.599100
4.200000	0.5	-0.612500
4.208333	0.5	-0.623450
4.216667	0.5	-0.624850
4.225000	0.5	-0.621100
4.233333	0.5	-0.617050
4.241667	0.5	-0.611600
4.250000	0.5	-0.603050
4.258333	0.5	-0.595300
4.266667	0.5	-0.587850
4.275000	0.5	-0.592150
4.283333	0.5	-0.580850
4.291667	0.5	-0.583200
4.300000	0.5	-0.597000
4.308333	0.5	-0.604100
4.316667	0.5	-0.601400
4.325000	0.5	-0.599300
4.333333	0.5	-0.595550
4.341667	0.5	-0.588750
4.350000	0.5	-0.579700
4.358333	0.5	-0.569650
4.366667	0.5	-0.566150
4.375000	0.5	-0.564650
4.383333	0.5	-0.557700
4.391667	0.5	-0.571400
4.400000	0.5	-0.586050
4.408333	0.5	-0.585950
4.416667	0.5	-0.581850
4.425000	0.5	-0.578750
4.433333	0.5	-0.573500
4.441667	0.5	-0.567650
4.450000	0.5	-0.559100
4.458333	0.5	-0.553000
4.466667	0.5	-0.557300
4.475000	0.5	-0.546250
4.483333	0.5	-0.550050
4.491667	0.5	-0.563250
4.500000	0.5	-0.572600
4.508333	0.5	-0.571550
4.516667	0.5	-0.568500
4.525000	0.5	-0.563350
4.533333	0.5	-0.558250
4.541667	0.5	-0.551000
4.550000	0.5	-0.541150
4.558333	0.5	-0.537650
4.566667	0.5	-0.535600
4.575000	0.5	-0.531300
4.583333	0.5	-0.544450
4.591667	0.5	-0.555700
4.600000	0.5	-0.556200
4.608333	0.5	-0.554500
4.616667	0.5	-0.551200
4.625000	0.5	-0.545050
4.633333	0.5	-0.538650
4.641667	0.5	-0.531150
4.650000	0.5	-0.526150
4.658333	0.5	-0.527200
4.666667	0.5	-0.517650
4.675000	0.5	-0.522050
4.683333	0.5	-0.537350
4.691667	0.5	-0.545450
4.700000	0.5	-0.543300
4.708333	0.5	-0.541800
4.716667	0.5	-0.536650
4.725000	0.5	-0.532300
4.733333	0.5	-0.525400
4.741667	0.5	-0.516400
4.750000	0.5	-0.514000
4.758333	0.5	-0.513150
4.766667	0.5	-0.504550
4.775000	0.5	-0.519650
4.783333	0.5	-0.534050
4.791667	0.5	-0.535300
4.800000	0.5	-0.532500
4.808333	0.5	-0.528900
4.816667	0.5	-0.524900
4.825000	0.5	-0.519550
4.833333	0.5	-0.510400
4.841667	0.5	-0.503900
4.850000	0.5	-0.509850
4.858333	0.5	-0.497800
4.866667	0.5	-0.503250
4.875000	0.5	-0.518300
4.883333	0.5	-0.525600
4.891667	0.5	-0.525050
4.900000	0.5	-0.522000
4.908333	0.5	-0.518300
4.916667	0.5	-0.513050
4.925000	0.5	-0.508900
4.933333	0.5	-0.502950
4.941667	0.5	-0.500600
4.950000	0.5	-0.498550
4.958333	0.5	-0.490550
4.966667	0.5	-0.504050
4.975000	0.5	-0.518050
4.983333	0.5	-0.519400
4.991667	0.5	-0.516600
5.000000	0.5	-0.512800
5.008333	0.5	-0.509400
5.016667	0.5	-0.501700
5.025000	0.5	-0.497300
5.033333	0.5	-0.486650
5.041667	0.5	-0.491750
5.050000	0.5	-0.479900
5.058333	0.5	-0.485250
5.066667	0.5	-0.500250
5.075000	0.5	-0.508750
5.083333	0.5	-0.506650
5.091667	0.5	-0.505400
5.100000	0.5	-0.498000
5.108333	0.5	-0.494150
5.116667	0.5	-0.485950
5.125000	0.5	-0.478450
5.133333	0.5	-0.478550
5.141667	0.5	-0.477700
5.150000	0.5	-0.469750
5.158333	0.5	-0.482550
5.166667	0.5	-0.497350
5.175000	0.5	-0.497000
5.183333	0.5	-0.495300
5.191667	0.5	-0.491050
5.200000	0.5	-0.487200
5.208333	0.5	-0.483200
5.216667	0.5	-0.474600
5.225000	0.5	-0.468400
5.233333	0.5	-0.470700
5.241667	0.5	-0.460200
5.250000	0.5	-0.466350
5.258333	0.5	-0.478650
5.266667	0.5	-0.488950
5.275000	0.5	-0.486650
5.283333	0.5	-0.483800
5.291667	0.5	-0.481800
5.300000	0.5	-0.474300
5.308333	0.5	-0.464100
5.316667	0.5	-0.459850
5.325000	0.5	-0.454550
5.333333	0.5	-0.454400
5.341667	0.5	-0.447050
5.350000	0.5	-0.463300
5.358333	0.5	-0.475400
5.366667	0.5	-0.475000
5.375000	0.5	-0.472550
5.383333	0.5	-0.469400
5.391667	0.5	-0.465600
5.400000	0.5	-0.459500
5.408333	0.5	-0.452400
5.416667	0.5	-0.448900
5.425000	0.5	-0.450750
5.433333	0.5	-0.439600
5.441667	0.5	-0.442300
5.450000	0.5	-0.456300
5.458333	0.5	-0.465200
5.466667	0.5	-0.462750
5.475000	0.5	-0.460250
5.483333	0.5	-0.457600
5.491667	0.5	-0.452900
5.500000	0.5	-0.445350
5.508333	0.5	-0.434400
5.516667	0.5	-0.432650
5.525000	0.5	-0.431550
5.533333	0.5	-0.427050
5.541667	0.5	-0.440450
5.550000	0.5	-0.453350
5.558333	0.5	-0.454150
5.566667	0.5	-0.448100
5.575000	0.5	-0.446200
5.583333	0.5	-0.440600
5.591667	0.5	-0.435850
5.600000	0.5	-0.429200
5.608333	0.5	-0.421450
5.616667	0.5	-0.425000
5.625000	0.5	-0.410850
5.633333	0.5	-0.419050
5.641667	0.5	-0.431550
5.650000	0.5	-0.439800
5.658333	0.5	-0.436350
5.666667	0.5	-0.434200
5.675000	0.5	-0.429300
5.683333	0.5	-0.424150
5.691667	0.5	-0.419250
5.700000	0.5	-0.408100
5.708333	0.5	-0.407750
5.716667	0.5	-0.404400
5.725000	0.5	-0.398900
5.733333	0.5	-0.413850
5.741667	0.5	-0.426800
5.750000	0.5	-0.427700
5.758333	0.5	-0.425200
5.766667	0.5	-0.422650
5.775000	0.5	-0.417100
5.783333	0.5	-0.410150
5.791667	0.5	-0.398200
5.800000	0.5	-0.390150
5.808333	0.5	-0.397600
5.816667	0.5	-0.387200
5.825000	0.5	-0.393700
5.833333	0.5	-0.406500
5.841667	0.5	-0.415050
5.850000	0.5	-0.410100
5.858333	0.5	-0.409350
5.866667	0.5	-0.406200
5.875000	0.5	-0.397600
5.883333	0.5	-0.390450
5.891667	0.5	-0.381950
5.900000	0.5	-0.382700
5.908333	0.5	-0.377500
5.916667	0.5	-0.372650
5.925000	0.5	-0.385900
5.933333	0.5	-0.396850
5.941667	0.5	-0.395450
5.950000	0.5	-0.394650
5.958333	0.5	-0.389800
5.966667	0.5	-0.385550
5.975000	0.5	-0.377700
5.983333	0.5	-0.369950
5.991667	0.5	-0.361650
6.000000	0.5	-0.366000
6.008333	0.5	-0.353150
6.016667	0.5	-0.359650
6.025000	0.5	-0.371950
6.033333	0.5	-0.380700
6.041667	0.5	-0.377150
6.050000	0.5	-0.374100
6.058333	0.5	-0.369150
6.066667	0.5	-0.362050
6.075000	0.5	-0.352550
6.083333	0.5	-0.343150
6.091667	0.5	-0.340700
6.100000	0.5	-0.337800
6.108333	0.5	-0.330650
6.116667	0.5	-0.343300
6.125000	0.5	-0.355800
6.133333	0.5	-0.354550
6.141667	0.5	-0.351400
6.150000	0.5	-0.345850
6.158333	0.5	-0.340900
6.166667	0.5	-0.333550
6.175000	0.5	-0.325300
6.183333	0.5	-0.319750
6.191667	0.5	-0.322250
6.200000	0.5	-0.308400
6.208333	0.5	-0.314100
6.216667	0.5	-0.328450
6.225000	0.5	-0.333150
6.233333	0.5	-0.329700
6.241667	0.5	-0.326600
6.250000	0.5	-0.320000
6.258333	0.5	-0.314650
6.266667	0.5	-0.305100
6.275000	0.5	-0.294850
6.283333	0.5	-0.294350
6.291667	0.5	-0.290500
6.300000	0.5	-0.284100
6.308333	0.5	-0.295900
6.316667	0.5	-0.309250
6.325000	0.5	-0.306200
6.333333	0.5	-0.304600
6.341667	0.5	-0.300000
6.350000	0.5	-0.293250
6.358333	0.5	-0.287450
6.366667	0.5	-0.281150
6.375000	0.5	-0.272400
6.383333	0.5	-0.275050
6.391667	0.5	-0.261400
6.400000	0.5	-0.265750
6.408333	0.5	-0.278500
6.416667	0.5	-0.286050
6.425000	0.5	-0.283800
6.433333	0.5	-0.280100
6.441667	0.5	-0.273050
6.450000	0.5	-0.267300
6.458333	0.5	-0.256950
6.466667	0.5	-0.246900
6.475000	0.5	-0.248300
6.483333	0.5	-0.245100
6.491667	0.5	-0.238100
6.500000	0.5	-0.252650
6.508333	0.5	-0.263250
6.516667	0.5	-0.263550
6.525000	0.5	-0.259150
6.533333	0.5	-0.255150
6.541667	0.5	-0.247950
6.550000	0.5	-0.242300
6.558333	0.5	-0.235750
6.566667	0.5	-0.225550
6.575000	0.5	-0.229200
6.583333	0.5	-0.217500
6.591667	0.5	-0.222550
6.600000	0.5	-0.235350
6.608333	0.5	-0.241150
6.616667	0.5	-0.235550
6.625000	0.5	-0.232400
6.633333	0.5	-0.228650
6.641667	0.5	-0.219900
6.650000	0.5	-0.214050
6.658333	0.5	-0.207550
6.666667	0.5	-0.206850
6.675000	0.5	-0.200050
6.683333	0.5	-0.200200
6.691667	0.5	-0.209250
6.700000	0.5	-0.219600
6.708333	0.5	-0.216400
6.716667	0.5	-0.212050
6.725000	0.5	-0.207900
6.733333	0.5	-0.200950
6.741667	0.5	-0.194500
6.750000	0.5	-0.185650
6.758333	0.5	-0.178950
6.766667	0.5	-0.181450
6.775000	0.5	-0.166950
6.783333	0.5	-0.172600
6.791667	0.5	-0.183700
6.800000	0.5	-0.189300
6.808333	0.5	-0.185900
6.816667	0.5	-0.182150
6.825000	0.5	-0.177400
6.833333	0.5	-0.169750
6.841667	0.5	-0.160800
6.850000	0.5	-0.150400
6.858333	0.5	-0.149450
6.866667	0.5	-0.143400
6.875000	0.5	-0.139500
6.883333	0.5	-0.151150
6.891667	0.5	-0.164500
6.900000	0.5	-0.160250
6.908333	0.5	-0.158100
6.916667	0.5	-0.153150
6.925000	0.5	-0.145350
6.933333	0.5	-0.139500
6.941667	0.5	-0.133500
6.950000	0.5	-0.126400
6.958333	0.5	-0.130550
6.966667	0.5	-0.117100
6.975000	0.5	-0.124250
6.983333	0.5	-0.135200
6.991667	0.5	-0.140200
7.000000	0.5	-0.137600
7.008333	0.5	-0.132750
7.016667	0.5	-0.127950
7.025000	0.5	-0.122450
7.033333	0.5	-0.113350
7.041667	0.5	-0.104000
7.050000	0.5	-0.102600
7.058333	0.5	-0.099350
7.066667	0.5	-0.092050
7.075000	0.5	-0.106550
7.083333	0.5	-0.118350
7.091667	0.5	-0.115550
7.100000	0.5	-0.112750
7.108333	0.5	-0.108500
7.116667	0.5	-0.101450
7.125000	0.5	-0.094750
7.133333	0.5	-0.088750
7.141667	0.5	-0.082700
7.150000	0.5	-0.083800
7.158333	0.5	-0.068450
