URL	chrom://arspawyn4ahlab1/ChromeleonLocal/Instrument Data/ICS3000/2025_Feb 11.seq/367.smp/ED_1.channel/ED_1.chm
Channel	ED_1

Injection Information:
Data Vault	ChromeleonLocal
Sequence	2025_Feb 11
Name	Malto-oligosaccharide DP4 0.1 mg/mL
Number	3
Position	RA3
Comment	
Processing Method	Quantitative
Instrument Method	Neutral Oligosaccharides V ICS 3000
Type	Unknown
Status	Finished
Inject Time	2/11/2025 2:54:51 PM -05:00
Volume (µl)	25.0000
Dilution Factor	1.0000
Weight	1.0000

Chromatogram Data Information:
Time Min. (min)	0.000000
Time Max. (min)	60.833333
Data Points	7301
Detector	EDet1
Generating Data System	Chromeleon 7.3.0.60919
Exporting Data System	Chromeleon 7.3.0.0
Operator	Instrument Controller
Signal Quantity	
Signal Unit	nC
Signal Min.	-2.723100
Signal Max.	23.153600
Channel	ED_1
Driver Name	DC-3000
Channel Type	Evaluation
Min. Step (s)	0.5
Max. Step (s)	0.5
Average Step (s)	0.5

Signal Parameter Information:
Signal Info	

Chromatogram Data:
Time (min)	Step (s)	Value (nC)
0.708333	0.5	-0.118050
0.716667	0.5	-0.120850
0.725000	0.5	-0.120100
0.733333	0.5	-0.119700
0.741667	0.5	-0.115300
0.750000	0.5	-0.110300
0.758333	0.5	-0.111750
0.766667	0.5	-0.104350
0.775000	0.5	-0.106950
0.783333	0.5	-0.117500
0.791667	0.5	-0.126950
0.800000	0.5	-0.128750
0.808333	0.5	-0.131650
0.816667	0.5	-0.133200
0.825000	0.5	-0.131300
0.833333	0.5	-0.128100
0.841667	0.5	-0.120650
0.850000	0.5	-0.119050
0.858333	0.5	-0.118200
0.866667	0.5	-0.113250
0.875000	0.5	-0.122650
0.883333	0.5	-0.134200
0.891667	0.5	-0.138400
0.900000	0.5	-0.140250
0.908333	0.5	-0.142050
0.916667	0.5	-0.142300
0.925000	0.5	-0.139800
0.933333	0.5	-0.137300
0.941667	0.5	-0.132200
0.950000	0.5	-0.133700
0.958333	0.5	-0.128500
0.966667	0.5	-0.129700
0.975000	0.5	-0.139500
0.983333	0.5	-0.149450
0.991667	0.5	-0.150750
1.000000	0.5	-0.152700
1.008333	0.5	-0.155050
1.016667	0.5	-0.153550
1.025000	0.5	-0.150950
1.033333	0.5	-0.142750
1.041667	0.5	-0.143600
1.050000	0.5	-0.142650
1.058333	0.5	-0.138650
1.066667	0.5	-0.147250
1.075000	0.5	-0.160000
1.083333	0.5	-0.166000
1.091667	0.5	-0.168350
1.100000	0.5	-0.169400
1.108333	0.5	-0.169000
1.116667	0.5	-0.164900
1.125000	0.5	-0.161750
1.133333	0.5	-0.156750
1.141667	0.5	-0.158250
1.150000	0.5	-0.151900
1.158333	0.5	-0.153200
1.166667	0.5	-0.164850
1.175000	0.5	-0.173900
1.183333	0.5	-0.175850
1.191667	0.5	-0.177100
1.200000	0.5	-0.176850
1.208333	0.5	-0.173900
1.216667	0.5	-0.172350
1.225000	0.5	-0.166550
1.233333	0.5	-0.163650
1.241667	0.5	-0.162700
1.250000	0.5	-0.157000
1.258333	0.5	-0.165500
1.266667	0.5	-0.176350
1.275000	0.5	-0.180650
1.283333	0.5	-0.181600
1.291667	0.5	-0.183250
1.300000	0.5	-0.182300
1.308333	0.5	-0.179450
1.316667	0.5	-0.173400
1.325000	0.5	-0.166750
1.333333	0.5	-0.169700
1.341667	0.5	-0.163550
1.350000	0.5	-0.163900
1.358333	0.5	-0.174800
1.366667	0.5	-0.182500
1.375000	0.5	-0.184000
1.383333	0.5	-0.183950
1.391667	0.5	-0.183900
1.400000	0.5	-0.183050
1.408333	0.5	-0.180250
1.416667	0.5	-0.175600
1.425000	0.5	-0.173900
1.433333	0.5	-0.170700
1.441667	0.5	-0.165100
1.450000	0.5	-0.173800
1.458333	0.5	-0.185150
1.466667	0.5	-0.187600
1.475000	0.5	-0.188950
1.483333	0.5	-0.189650
1.491667	0.5	-0.189600
1.500000	0.5	-0.186050
1.508333	0.5	-0.180300
1.516667	0.5	-0.174500
1.525000	0.5	-0.175750
1.533333	0.5	-0.169000
1.541667	0.5	-0.170850
1.550000	0.5	-0.181600
1.558333	0.5	-0.190300
1.566667	0.5	-0.192500
1.575000	0.5	-0.193800
1.583333	0.5	-0.191850
1.591667	0.5	-0.188500
1.600000	0.5	-0.183650
1.608333	0.5	-0.175950
1.616667	0.5	-0.172300
1.625000	0.5	-0.170250
1.633333	0.5	-0.163700
1.641667	0.5	-0.170400
1.650000	0.5	-0.181900
1.658333	0.5	-0.184450
1.666667	0.5	-0.184850
1.675000	0.5	-0.184350
1.683333	0.5	-0.182750
1.691667	0.5	-0.180100
1.700000	0.5	-0.172550
1.708333	0.5	-0.170800
1.716667	0.5	-0.180650
1.725000	0.5	-0.197400
1.733333	0.5	-0.234600
1.741667	0.5	-0.281350
1.750000	0.5	-0.306850
1.758333	0.5	-0.305550
1.766667	0.5	-0.292950
1.775000	0.5	-0.277300
1.783333	0.5	-0.261750
1.791667	0.5	-0.246400
1.800000	0.5	-0.227450
1.808333	0.5	-0.214000
1.816667	0.5	-0.201700
1.825000	0.5	-0.185650
1.833333	0.5	-0.187600
1.841667	0.5	-0.190650
1.850000	0.5	-0.188200
1.858333	0.5	-0.183600
1.866667	0.5	-0.177550
1.875000	0.5	-0.172700
1.883333	0.5	-0.163950
1.891667	0.5	-0.151750
1.900000	0.5	-0.141350
1.908333	0.5	-0.135250
1.916667	0.5	-0.124050
1.925000	0.5	-0.119950
1.933333	0.5	-0.124550
1.941667	0.5	-0.126100
1.950000	0.5	-0.119700
1.958333	0.5	-0.113050
1.966667	0.5	-0.104650
1.975000	0.5	-0.093850
1.983333	0.5	-0.082300
1.991667	0.5	-0.067500
2.000000	0.5	-0.057200
2.008333	0.5	-0.046650
2.016667	0.5	-0.032700
2.025000	0.5	-0.032350
2.033333	0.5	-0.035600
2.041667	0.5	-0.033200
2.050000	0.5	-0.026350
2.058333	0.5	-0.019150
2.066667	0.5	-0.012050
2.075000	0.5	-0.002400
2.083333	0.5	0.009250
2.091667	0.5	0.021200
2.100000	0.5	0.025050
2.108333	0.5	0.038000
2.116667	0.5	0.041750
2.125000	0.5	0.038250
2.133333	0.5	0.035450
2.141667	0.5	0.040000
2.150000	0.5	0.046500
2.158333	0.5	0.054550
2.166667	0.5	0.064550
2.175000	0.5	0.076500
2.183333	0.5	0.087650
2.191667	0.5	0.096500
2.200000	0.5	0.104500
2.208333	0.5	0.116250
2.216667	0.5	0.114000
2.225000	0.5	0.108700
2.233333	0.5	0.110000
2.241667	0.5	0.115750
2.250000	0.5	0.122900
2.258333	0.5	0.131150
2.266667	0.5	0.142700
2.275000	0.5	0.156700
2.283333	0.5	0.170550
2.291667	0.5	0.178950
2.300000	0.5	0.196800
2.308333	0.5	0.204700
2.316667	0.5	0.203850
2.325000	0.5	0.207850
2.333333	0.5	0.216700
2.341667	0.5	0.227100
2.350000	0.5	0.239100
2.358333	0.5	0.254650
2.366667	0.5	0.272350
2.375000	0.5	0.293150
2.383333	0.5	0.309050
2.391667	0.5	0.324850
2.400000	0.5	0.341800
2.408333	0.5	0.348400
2.416667	0.5	0.350650
2.425000	0.5	0.364300
2.433333	0.5	0.377900
2.441667	0.5	0.395800
2.450000	0.5	0.414150
2.458333	0.5	0.433700
2.466667	0.5	0.455700
2.475000	0.5	0.477900
2.483333	0.5	0.492750
2.491667	0.5	0.517900
2.500000	0.5	0.529700
2.508333	0.5	0.536550
2.516667	0.5	0.544500
2.525000	0.5	0.560150
2.533333	0.5	0.574800
2.541667	0.5	0.590450
2.550000	0.5	0.608200
2.558333	0.5	0.627750
2.566667	0.5	0.651650
2.575000	0.5	0.667900
2.583333	0.5	0.684000
2.591667	0.5	0.701050
2.600000	0.5	0.703500
2.608333	0.5	0.704350
2.616667	0.5	0.712600
2.625000	0.5	0.723750
2.633333	0.5	0.733900
2.641667	0.5	0.746250
2.650000	0.5	0.759950
2.658333	0.5	0.778500
2.666667	0.5	0.792550
2.675000	0.5	0.801550
2.683333	0.5	0.816400
2.691667	0.5	0.823250
2.700000	0.5	0.822400
2.708333	0.5	0.822650
2.716667	0.5	0.829950
2.725000	0.5	0.838100
2.733333	0.5	0.847700
2.741667	0.5	0.857200
2.750000	0.5	0.869250
2.758333	0.5	0.883550
2.766667	0.5	0.893000
2.775000	0.5	0.903950
2.783333	0.5	0.917600
2.791667	0.5	0.915900
2.800000	0.5	0.914250
2.808333	0.5	0.916550
2.816667	0.5	0.924850
2.825000	0.5	0.933600
2.833333	0.5	0.945300
2.841667	0.5	0.962350
2.850000	0.5	0.989550
2.858333	0.5	1.021750
2.866667	0.5	1.060150
2.875000	0.5	1.114550
2.883333	0.5	1.168600
2.891667	0.5	1.218350
2.900000	0.5	1.269000
2.908333	0.5	1.315700
2.916667	0.5	1.347900
2.925000	0.5	1.365600
2.933333	0.5	1.369600
2.941667	0.5	1.363200
2.950000	0.5	1.352050
2.958333	0.5	1.334300
2.966667	0.5	1.316200
2.975000	0.5	1.301000
2.983333	0.5	1.275550
2.991667	0.5	1.250500
3.000000	0.5	1.235150
3.008333	0.5	1.225400
3.016667	0.5	1.218500
3.025000	0.5	1.216600
3.033333	0.5	1.214650
3.041667	0.5	1.220250
3.050000	0.5	1.226600
3.058333	0.5	1.225650
3.066667	0.5	1.234850
3.075000	0.5	1.234050
3.083333	0.5	1.227800
3.091667	0.5	1.223950
3.100000	0.5	1.226550
3.108333	0.5	1.229450
3.116667	0.5	1.236250
3.125000	0.5	1.243300
3.133333	0.5	1.251300
3.141667	0.5	1.260700
3.150000	0.5	1.267900
3.158333	0.5	1.275600
3.166667	0.5	1.285600
3.175000	0.5	1.281100
3.183333	0.5	1.277800
3.191667	0.5	1.280350
3.200000	0.5	1.285650
3.208333	0.5	1.289850
3.216667	0.5	1.296800
3.225000	0.5	1.303800
3.233333	0.5	1.315000
3.241667	0.5	1.325500
3.250000	0.5	1.330750
3.258333	0.5	1.343050
3.266667	0.5	1.345900
3.275000	0.5	1.338750
3.283333	0.5	1.336350
3.291667	0.5	1.338500
3.300000	0.5	1.343900
3.308333	0.5	1.349250
3.316667	0.5	1.355550
3.325000	0.5	1.366650
3.333333	0.5	1.378400
3.341667	0.5	1.384750
3.350000	0.5	1.388850
3.358333	0.5	1.396200
3.366667	0.5	1.393150
3.375000	0.5	1.386700
3.383333	0.5	1.388200
3.391667	0.5	1.391200
3.400000	0.5	1.394800
3.408333	0.5	1.399200
3.416667	0.5	1.405000
3.425000	0.5	1.414000
3.433333	0.5	1.422200
3.441667	0.5	1.423250
3.450000	0.5	1.432950
3.458333	0.5	1.433100
3.466667	0.5	1.426300
3.475000	0.5	1.422350
3.483333	0.5	1.423200
3.491667	0.5	1.423600
3.500000	0.5	1.427550
3.508333	0.5	1.430500
3.516667	0.5	1.439200
3.525000	0.5	1.450100
3.533333	0.5	1.452500
3.541667	0.5	1.454900
3.550000	0.5	1.460800
3.558333	0.5	1.453350
3.566667	0.5	1.443750
3.575000	0.5	1.442400
3.583333	0.5	1.444500
3.591667	0.5	1.445400
3.600000	0.5	1.448350
3.608333	0.5	1.453950
3.616667	0.5	1.462250
3.625000	0.5	1.467650
3.633333	0.5	1.468950
3.641667	0.5	1.479350
3.650000	0.5	1.477600
3.658333	0.5	1.472200
3.666667	0.5	1.469700
3.675000	0.5	1.473800
3.683333	0.5	1.482950
3.691667	0.5	1.489250
3.700000	0.5	1.500050
3.708333	0.5	1.511600
3.716667	0.5	1.526200
3.725000	0.5	1.535900
3.733333	0.5	1.547100
3.741667	0.5	1.558350
3.750000	0.5	1.555250
3.758333	0.5	1.547050
3.766667	0.5	1.545300
3.775000	0.5	1.542600
3.783333	0.5	1.540350
3.791667	0.5	1.537600
3.800000	0.5	1.535050
3.808333	0.5	1.537050
3.816667	0.5	1.533650
3.825000	0.5	1.529050
3.833333	0.5	1.527550
3.841667	0.5	1.519850
3.850000	0.5	1.504150
3.858333	0.5	1.495500
3.866667	0.5	1.489750
3.875000	0.5	1.487150
3.883333	0.5	1.484200
3.891667	0.5	1.483500
3.900000	0.5	1.484150
3.908333	0.5	1.489100
3.916667	0.5	1.489150
3.925000	0.5	1.490700
3.933333	0.5	1.493500
3.941667	0.5	1.484750
3.950000	0.5	1.474500
3.958333	0.5	1.471850
3.966667	0.5	1.468900
3.975000	0.5	1.467700
3.983333	0.5	1.468850
3.991667	0.5	1.471150
4.000000	0.5	1.476500
4.008333	0.5	1.480300
4.016667	0.5	1.479000
4.025000	0.5	1.483850
4.033333	0.5	1.482050
4.041667	0.5	1.471850
4.050000	0.5	1.464500
4.058333	0.5	1.461700
4.066667	0.5	1.460050
4.075000	0.5	1.461250
4.083333	0.5	1.464150
4.091667	0.5	1.465900
4.100000	0.5	1.469900
4.108333	0.5	1.470850
4.116667	0.5	1.473800
4.125000	0.5	1.478300
4.133333	0.5	1.468300
4.141667	0.5	1.458250
4.150000	0.5	1.455800
4.158333	0.5	1.453400
4.166667	0.5	1.452800
4.175000	0.5	1.453650
4.183333	0.5	1.455400
4.191667	0.5	1.462500
4.200000	0.5	1.465750
4.208333	0.5	1.462450
4.216667	0.5	1.469900
4.225000	0.5	1.464700
4.233333	0.5	1.453400
4.241667	0.5	1.445400
4.250000	0.5	1.443550
4.258333	0.5	1.443250
4.266667	0.5	1.442400
4.275000	0.5	1.444200
4.283333	0.5	1.447750
4.291667	0.5	1.454750
4.300000	0.5	1.456050
4.308333	0.5	1.457000
4.316667	0.5	1.459900
4.325000	0.5	1.450900
4.333333	0.5	1.439850
4.341667	0.5	1.436300
4.350000	0.5	1.433350
4.358333	0.5	1.432750
4.366667	0.5	1.433950
4.375000	0.5	1.435000
4.383333	0.5	1.441450
4.391667	0.5	1.445450
4.400000	0.5	1.443450
4.408333	0.5	1.449150
4.416667	0.5	1.444400
4.425000	0.5	1.434500
4.433333	0.5	1.425800
4.441667	0.5	1.425550
4.450000	0.5	1.424750
4.458333	0.5	1.425600
4.466667	0.5	1.426600
4.475000	0.5	1.429800
4.483333	0.5	1.435050
4.491667	0.5	1.434550
4.500000	0.5	1.439800
4.508333	0.5	1.442050
4.516667	0.5	1.432950
4.525000	0.5	1.424250
4.533333	0.5	1.420050
4.541667	0.5	1.419550
4.550000	0.5	1.418950
4.558333	0.5	1.421050
4.566667	0.5	1.423300
4.575000	0.5	1.429700
4.583333	0.5	1.434300
4.591667	0.5	1.432500
4.600000	0.5	1.439950
4.608333	0.5	1.436150
4.616667	0.5	1.425950
4.625000	0.5	1.417350
4.633333	0.5	1.418100
4.641667	0.5	1.415400
4.650000	0.5	1.416950
4.658333	0.5	1.418450
4.666667	0.5	1.423600
4.675000	0.5	1.428950
4.683333	0.5	1.430150
4.691667	0.5	1.432450
4.700000	0.5	1.436500
4.708333	0.5	1.427700
4.716667	0.5	1.418750
4.725000	0.5	1.414550
4.733333	0.5	1.413550
4.741667	0.5	1.412350
4.750000	0.5	1.413200
4.758333	0.5	1.416600
4.766667	0.5	1.419000
4.775000	0.5	1.422100
4.783333	0.5	1.420800
4.791667	0.5	1.427700
4.800000	0.5	1.425500
4.808333	0.5	1.415300
4.816667	0.5	1.407950
4.825000	0.5	1.405150
4.833333	0.5	1.404350
4.841667	0.5	1.405650
4.850000	0.5	1.407450
4.858333	0.5	1.410900
4.866667	0.5	1.415100
4.875000	0.5	1.416900
4.883333	0.5	1.418300
4.891667	0.5	1.422000
4.900000	0.5	1.412550
4.908333	0.5	1.402200
4.916667	0.5	1.400900
4.925000	0.5	1.398750
4.933333	0.5	1.398700
4.941667	0.5	1.399500
4.950000	0.5	1.404000
4.958333	0.5	1.409850
4.966667	0.5	1.412750
4.975000	0.5	1.412200
4.983333	0.5	1.418350
4.991667	0.5	1.414700
5.000000	0.5	1.405650
5.008333	0.5	1.397350
5.016667	0.5	1.396400
5.025000	0.5	1.395100
5.033333	0.5	1.396500
5.041667	0.5	1.398750
5.050000	0.5	1.405250
5.058333	0.5	1.412050
5.066667	0.5	1.413250
5.075000	0.5	1.415250
5.083333	0.5	1.420200
5.091667	0.5	1.410500
5.100000	0.5	1.399400
5.108333	0.5	1.398600
5.116667	0.5	1.397900
5.125000	0.5	1.397900
5.133333	0.5	1.399450
5.141667	0.5	1.403050
5.150000	0.5	1.408700
5.158333	0.5	1.412250
5.166667	0.5	1.409700
5.175000	0.5	1.417100
5.183333	0.5	1.413500
5.191667	0.5	1.402950
5.200000	0.5	1.395600
5.208333	0.5	1.396250
5.216667	0.5	1.394750
5.225000	0.5	1.395550
5.233333	0.5	1.397900
5.241667	0.5	1.400750
5.250000	0.5	1.406100
5.258333	0.5	1.409950
5.266667	0.5	1.413850
5.275000	0.5	1.418050
5.283333	0.5	1.410800
5.291667	0.5	1.400950
5.300000	0.5	1.398000
5.308333	0.5	1.397400
5.316667	0.5	1.398300
5.325000	0.5	1.400350
5.333333	0.5	1.402600
5.341667	0.5	1.407450
5.350000	0.5	1.410650
5.358333	0.5	1.412650
5.366667	0.5	1.419550
5.375000	0.5	1.416050
5.383333	0.5	1.407200
5.391667	0.5	1.400850
5.400000	0.5	1.400700
5.408333	0.5	1.399100
5.416667	0.5	1.399900
5.425000	0.5	1.401750
5.433333	0.5	1.404800
5.441667	0.5	1.410600
5.450000	0.5	1.410550
5.458333	0.5	1.412750
5.466667	0.5	1.417000
5.475000	0.5	1.409100
5.483333	0.5	1.398700
5.491667	0.5	1.395700
5.500000	0.5	1.393900
5.508333	0.5	1.393500
5.516667	0.5	1.394000
5.525000	0.5	1.397150
5.533333	0.5	1.404150
5.541667	0.5	1.407150
5.550000	0.5	1.407300
5.558333	0.5	1.414450
5.566667	0.5	1.408350
5.575000	0.5	1.397050
5.583333	0.5	1.390750
5.591667	0.5	1.390800
5.600000	0.5	1.389450
5.608333	0.5	1.391300
5.616667	0.5	1.393400
5.625000	0.5	1.395650
5.633333	0.5	1.399850
5.641667	0.5	1.401200
5.650000	0.5	1.404150
5.658333	0.5	1.408150
5.666667	0.5	1.398950
5.675000	0.5	1.390350
5.683333	0.5	1.387250
5.691667	0.5	1.384800
5.700000	0.5	1.385750
5.708333	0.5	1.386050
5.716667	0.5	1.390200
5.725000	0.5	1.394950
5.733333	0.5	1.400850
5.741667	0.5	1.399850
5.750000	0.5	1.405500
5.758333	0.5	1.400050
5.766667	0.5	1.389200
5.775000	0.5	1.383600
5.783333	0.5	1.381550
5.791667	0.5	1.380800
5.800000	0.5	1.381500
5.808333	0.5	1.384750
5.816667	0.5	1.387250
5.825000	0.5	1.391500
5.833333	0.5	1.392850
5.841667	0.5	1.395700
5.850000	0.5	1.398600
5.858333	0.5	1.390550
5.866667	0.5	1.380000
5.875000	0.5	1.379950
5.883333	0.5	1.378250
5.891667	0.5	1.378200
5.900000	0.5	1.378700
5.908333	0.5	1.381750
5.916667	0.5	1.385450
5.925000	0.5	1.389250
5.933333	0.5	1.389050
5.941667	0.5	1.399350
5.950000	0.5	1.394350
5.958333	0.5	1.385950
5.966667	0.5	1.381050
5.975000	0.5	1.379150
5.983333	0.5	1.378350
5.991667	0.5	1.378700
6.000000	0.5	1.382650
6.008333	0.5	1.386950
6.016667	0.5	1.391200
6.025000	0.5	1.393400
6.033333	0.5	1.395300
6.041667	0.5	1.400350
6.050000	0.5	1.390550
6.058333	0.5	1.382950
6.066667	0.5	1.380950
6.075000	0.5	1.380800
6.083333	0.5	1.381650
6.091667	0.5	1.382550
6.100000	0.5	1.384450
6.108333	0.5	1.388150
6.116667	0.5	1.391650
6.125000	0.5	1.393500
6.133333	0.5	1.401300
6.141667	0.5	1.397400
6.150000	0.5	1.388100
6.158333	0.5	1.381200
6.166667	0.5	1.380850
6.175000	0.5	1.380600
6.183333	0.5	1.381050
6.191667	0.5	1.383100
6.200000	0.5	1.388100
6.208333	0.5	1.393500
6.216667	0.5	1.395150
6.225000	0.5	1.396250
6.233333	0.5	1.400750
6.241667	0.5	1.391200
6.250000	0.5	1.382600
6.258333	0.5	1.379900
6.266667	0.5	1.378900
6.275000	0.5	1.379350
6.283333	0.5	1.382400
6.291667	0.5	1.384500
6.300000	0.5	1.389800
6.308333	0.5	1.393450
6.316667	0.5	1.394150
6.325000	0.5	1.400550
6.333333	0.5	1.396650
6.341667	0.5	1.386800
6.350000	0.5	1.380500
6.358333	0.5	1.380500
6.366667	0.5	1.380300
6.375000	0.5	1.379850
6.383333	0.5	1.381900
6.391667	0.5	1.385750
6.400000	0.5	1.391450
6.408333	0.5	1.392350
6.416667	0.5	1.394450
6.425000	0.5	1.398700
6.433333	0.5	1.389550
6.441667	0.5	1.380500
6.450000	0.5	1.377600
6.458333	0.5	1.375800
6.466667	0.5	1.375600
6.475000	0.5	1.376450
6.483333	0.5	1.379500
6.491667	0.5	1.386700
6.500000	0.5	1.389950
6.508333	0.5	1.388650
6.516667	0.5	1.395300
6.525000	0.5	1.389150
6.533333	0.5	1.379750
6.541667	0.5	1.373100
6.550000	0.5	1.372000
6.558333	0.5	1.370200
6.566667	0.5	1.370550
6.575000	0.5	1.372050
6.583333	0.5	1.376050
6.591667	0.5	1.379650
6.600000	0.5	1.380550
6.608333	0.5	1.384100
6.616667	0.5	1.386750
6.625000	0.5	1.377050
6.633333	0.5	1.367950
6.641667	0.5	1.365400
6.650000	0.5	1.364350
6.658333	0.5	1.364600
6.666667	0.5	1.366850
6.675000	0.5	1.368600
6.683333	0.5	1.371400
6.691667	0.5	1.374600
6.700000	0.5	1.375450
6.708333	0.5	1.384550
6.716667	0.5	1.379800
6.725000	0.5	1.370050
6.733333	0.5	1.364350
6.741667	0.5	1.364450
6.750000	0.5	1.363950
6.758333	0.5	1.365400
6.766667	0.5	1.366650
6.775000	0.5	1.371250
6.783333	0.5	1.376300
6.791667	0.5	1.379350
6.800000	0.5	1.383250
6.808333	0.5	1.385750
6.816667	0.5	1.378650
6.825000	0.5	1.369650
6.833333	0.5	1.366950
6.841667	0.5	1.367400
6.850000	0.5	1.367200
6.858333	0.5	1.369450
6.866667	0.5	1.371300
6.875000	0.5	1.376250
6.883333	0.5	1.379200
6.891667	0.5	1.380300
6.900000	0.5	1.387750
6.908333	0.5	1.383600
6.916667	0.5	1.373450
6.925000	0.5	1.368050
6.933333	0.5	1.366850
6.941667	0.5	1.367800
6.950000	0.5	1.368700
6.958333	0.5	1.371700
6.966667	0.5	1.374100
6.975000	0.5	1.379250
6.983333	0.5	1.380400
6.991667	0.5	1.384700
7.000000	0.5	1.386750
7.008333	0.5	1.379500
7.016667	0.5	1.370450
7.025000	0.5	1.369200
7.033333	0.5	1.367500
7.041667	0.5	1.368000
7.050000	0.5	1.368600
7.058333	0.5	1.375400
7.066667	0.5	1.380700
7.075000	0.5	1.382350
7.083333	0.5	1.383200
7.091667	0.5	1.391050
7.100000	0.5	1.387050
7.108333	0.5	1.376000
7.116667	0.5	1.371400
7.125000	0.5	1.370700
7.133333	0.5	1.371450
7.141667	0.5	1.372750
7.150000	0.5	1.375150
7.158333	0.5	1.380000
7.166667	0.5	1.385600
7.175000	0.5	1.386950
7.183333	0.5	1.391000
7.191667	0.5	1.394850
7.200000	0.5	1.386100
7.208333	0.5	1.377700
7.216667	0.5	1.375000
7.225000	0.5	1.373950
7.233333	0.5	1.375100
7.241667	0.5	1.377000
7.250000	0.5	1.380600
7.258333	0.5	1.386750
7.266667	0.5	1.391200
7.275000	0.5	1.391300
7.283333	0.5	1.398500
7.291667	0.5	1.391850
7.300000	0.5	1.379850
7.308333	0.5	1.373900
7.316667	0.5	1.373250
7.325000	0.5	1.371850
7.333333	0.5	1.370250
7.341667	0.5	1.372500
7.350000	0.5	1.377050
7.358333	0.5	1.378600
7.366667	0.5	1.381050
7.375000	0.5	1.384500
7.383333	0.5	1.386600
7.391667	0.5	1.377750
7.400000	0.5	1.367700
7.408333	0.5	1.365700
7.416667	0.5	1.363350
7.425000	0.5	1.364400
7.433333	0.5	1.366550
7.441667	0.5	1.368250
7.450000	0.5	1.371850
7.458333	0.5	1.375650
7.466667	0.5	1.377250
7.475000	0.5	1.385400
7.483333	0.5	1.380400
7.491667	0.5	1.372150
7.500000	0.5	1.366850
7.508333	0.5	1.366050
7.516667	0.5	1.368650
